Geneid	dukeepi1513rep2	dukeepi1513rep3	dukeepi1930rep2	dukeepi1930rep3	dukeepi3169rep2	dukeepi3169rep3	dukeepi3949rep2	dukeepi3949rep3	dukeepi4000rep2	dukeepi4000rep3	dukeepi1046cap2	dukeepi2213cap1	dukeepi2213cap2	dukeepi2638cap1	dukeepi2953cap1	dukeepi2953cap2	dukeepi1895rep1	dukeepi1895rep2	dukeepi2948rep1	dukeepi2948rep2	dukeepi3956rep1	dukeepi3956rep2
RP5-1103G7.4	212	152	186	242	198	176	182	143	239	130	56	0	42	235	0	14	14	9	12	71	0	18
SOX12	173	90	320	232	202	401	174	116	184	165	306	235	380	265	252	415	17	9	8	71	6	5
NRSN2	7092	9298	6818	8700	15698	24251	8076	9457	4889	6465	6050	5071	5390	9512	8198	8956	25	20	26	1358	4	30
TRIB3	112	101	199	359	39	230	124	250	110	84	20	5	112	42	513	162	0	0	7	49	6	4
RBCK1	258	364	373	472	434	800	171	286	364	591	924	805	1228	919	942	515	32	21	19	44	22	38
TBC1D20	3232	2575	4098	1762	6156	4936	3476	2352	2388	1627	2257	2296	2618	1587	1131	1449	262	212	189	1691	268	242
CSNK2A1	12443	9436	11513	8209	25279	20672	16250	10223	9271	7909	6050	5015	4904	5393	6705	6138	8112	6841	6712	8196	6809	8844
TCF15	0	3	4	8	9	0	0	0	1	2	1	0	4	4	3	2	0	0	0	0	0	0
SRXN1	1207	977	2048	1203	2653	2162	1858	1191	1113	550	797	545	922	929	547	1355	468	420	358	734	406	634
SCRT2	2	2	0	0	7	20	1	0	1	0	7	3	15	9	0	0	0	0	3	2	0	0
SLC52A3	107	165	363	333	96	148	201	273	86	50	369	9	172	82	207	126	0	5	0	0	1	0
FAM110A	22	17	31	36	55	47	11	6	6	11	51	69	16	67	3	5	0	0	0	2	0	3
RPS10L	0	0	1	0	1	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0
RP11-276A18.2	0	0	0	0	12	1	0	3	27	0	0	0	1	0	0	0	6	6	12	0	0	0
ANGPT4	0	0	20	1	2	49	0	10	2	0	42	7	1	3	1	1	0	0	0	1	0	0
RSPO4	12	38	0	52	25	51	3	7	1	20	26	1	15	76	2	1	1	0	1	2	1	3
PSMF1	5284	6183	5843	5514	9484	10621	5754	4436	3731	3798	4636	5480	5008	4812	4497	5855	791	649	720	1153	1368	665
ACTG1P3	0	24	0	0	5	19	0	6	10	13	0	7	84	1	0	0	0	0	0	4	0	1
RP4-545L17.7	0	2	2	0	0	21	0	5	2	3	0	0	8	0	16	0	2	0	0	0	0	2
TMEM74B	156	163	114	94	240	340	37	66	86	207	114	353	367	57	301	537	0	2	0	9	0	0
C20orf202	19	4	70	20	65	4	22	37	2	5	0	0	1	2	0	0	0	4	0	2	0	0
RAD21L1	15	5	4	0	53	34	8	0	1	8	2	1	3	32	39	3	1	3	0	4	0	6
SNPH	1131	2141	790	1811	2086	5444	694	1625	618	1607	4034	4421	4902	4767	4035	4748	61	47	30	143	28	43
SDCBP2	1154	1908	791	1048	1452	3692	677	1027	387	1022	1923	1358	1462	1957	2699	3972	58	43	35	59	25	54
SDCBP2-AS1	82	84	128	188	235	397	95	82	110	164	192	14	152	100	34	93	76	51	131	77	270	56
AL136531.1	0	0	0	0	0	0	0	5	0	2	0	0	2	0	0	0	0	0	0	1	0	0
RP11-314N13.3	59	96	149	95	250	134	64	65	213	87	123	36	143	73	37	37	160	185	156	36	157	174
FKBP1A	110851	153426	89181	105498	186861	277066	137695	168316	54872	90430	72283	84874	72310	72915	86976	105425	99499	75062	76066	37790	145282	117192
NSFL1C	5462	5228	5012	3937	11957	11324	6682	4489	5143	4277	3558	4163	5130	3593	5097	5054	629	563	320	1102	481	346
RP4-776F14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRPB2	105	56	101	139	6	36	44	32	56	39	61	139	2	108	173	0	2	1	0	1	0	6
AL109658.1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RP4-576H24.2	0	7	0	0	0	0	0	1	2	0	16	0	0	0	1	0	0	0	0	0	1	0
SIRPD	2	0	3	0	0	1	9	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RP4-576H24.4	0	0	0	0	17	0	4	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0
SIRPB1	1	6	1	1	66	22	80	22	0	8	0	2	95	1	0	4	15	2	0	5	1	3
SIRPG	0	1	0	2	1	9	10	0	16	3	0	1	2	1	1	0	0	1	0	3	1	1
RP11-77C3.3	0	0	0	1	0	0	1	0	0	0	12	0	0	0	0	0	0	0	1	2	0	0
RP4-673D20.1	2	0	51	8	17	8	2	0	0	6	37	0	3	0	0	0	0	0	0	0	0	0
RP4-673D20.5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-673D20.4	6	13	16	15	0	0	4	1	0	2	19	0	7	0	0	0	0	0	0	0	1	0
RP4-673D20.3	47	37	92	36	120	56	20	30	77	48	143	1	26	38	24	120	15	16	12	6	6	2
RP5-968J1.1	42	39	150	124	67	55	5	9	29	39	211	40	28	5	40	155	0	2	1	42	0	1
SIRPA	11287	10871	16398	11929	23116	22428	9091	7293	9573	8983	10401	10102	11115	10656	8964	11087	1491	1212	892	4983	1504	1311
RP4-684O24.5	6	2	0	0	0	5	3	4	9	2	62	0	0	0	0	13	0	0	0	0	0	0
PDYN	96635	73022	84154	51954	165482	129946	236274	129322	93945	62598	78970	30512	27966	73388	46943	49880	87289	70070	91927	59753	99445	90820
RPL7P2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
STK35	1619	1368	1861	998	4924	4187	1875	1358	1795	1585	1484	1730	2265	1231	1223	2296	729	694	1168	882	1323	1117
AL121899.1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-128M1.1	30	68	22	53	51	81	35	29	20	55	92	93	85	85	95	135	28	10	0	7	6	0
TGM3	34	16	115	40	124	86	159	107	64	28	1	1	16	450	4	0	1	2	0	26	0	2
TGM6	0	0	1	0	0	14	0	2	0	2	0	98	0	0	0	1	0	0	0	0	0	1
SNRPB	689	1414	710	942	963	2737	658	1356	372	1474	2148	2416	1830	2512	3665	2731	16	4	5	79	25	13
SNORD119	0	5	0	6	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0
RP4-734P14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF343	639	460	411	441	1430	1109	1003	449	399	483	321	318	253	350	164	148	191	50	100	332	76	97
TMC2	226	241	148	205	637	562	243	181	276	235	136	252	275	188	533	92	48	38	8	160	16	26
NOP56	18334	17426	16465	13955	40932	39317	25798	16157	16621	13973	7585	10612	11527	10979	12184	12880	5334	4071	4151	5392	7641	4755
MIR1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDH3B	7140	7143	5854	6309	11722	15664	7074	7241	3841	4395	4880	5849	4421	6518	7091	6760	86	63	41	1068	96	88
RP4-686C3.7	1	0	11	0	16	4	2	0	3	0	0	1	0	2	0	0	2	4	0	6	0	2
EBF4	39	109	56	119	46	84	44	101	20	58	263	204	164	83	31	241	2	1	0	0	0	2
AL035460.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL19P1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CPXM1	0	0	2	0	0	0	0	21	0	42	10	24	13	9	9	11	0	0	1	3	0	3
TMEM239	0	1	1	0	1	3	1	2	1	1	0	0	0	0	0	0	0	0	1	3	0	3
C20ORF141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCED1A	298	421	237	362	718	955	309	289	347	450	836	663	497	767	487	524	0	1	4	53	0	2
VPS16	1033	984	984	777	2244	2475	1644	1020	1024	812	956	1468	1034	1076	1133	1219	10	13	7	348	2	13
PTPRA	14075	11980	14095	11770	24862	26336	13740	10691	9149	9479	10864	12454	13934	11954	11737	14092	4075	3370	3003	3609	3583	4857
GNRH2	2	2	0	7	9	15	1	2	0	9	12	4	3	0	1	1	0	0	0	0	0	0
MRPS26	752	1175	639	940	1000	2161	448	603	457	884	2081	1826	1702	2730	2514	2403	18	31	14	118	27	17
OXT	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	1	0
AVP	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	0
UBOX5-AS1	0	8	2	17	16	5	6	0	5	9	0	15	1	1	0	38	0	0	1	0	0	0
UBOX5	366	575	358	453	515	1268	311	487	161	424	475	184	375	653	496	349	8	0	4	40	1	10
FASTKD5	1142	1002	1120	814	3750	2572	1919	1214	1308	752	625	530	517	419	188	498	180	158	141	418	151	218
PROSAPIP1	3416	3436	1802	1860	8167	8128	1553	1117	3965	3124	3222	8842	8858	1724	7541	7461	97	96	110	1208	51	90
DDRGK1	901	1733	659	1136	1676	3799	568	780	576	1532	3456	3659	3404	2335	4580	3460	16	5	10	33	6	30
ITPA	1416	2151	1345	2117	2437	4676	1285	1927	636	1634	1908	2431	2429	3832	3781	3145	4	6	1	65	31	6
SLC4A11	109	130	115	105	242	407	41	44	33	42	35	373	221	37	39	67	0	3	2	6	2	0
C20orf194	3507	3390	4809	4055	6769	5969	4974	3474	3489	3414	3945	3510	3901	3009	3758	3154	713	547	579	1390	540	791
UBE2V1P1	0	2	8	7	6	2	9	9	23	17	40	52	61	1	22	15	5	2	0	2	32	9
AL117334.1	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	1	0	0	0	0	0
RP11-137F15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATRN	8554	7876	11923	8165	20246	18092	10391	6466	6183	4776	5576	4788	5665	4696	6095	4385	1992	1909	1502	5463	2023	1617
SF3A3P1	2	0	4	0	21	23	0	3	10	12	7	0	54	2	70	0	6	0	0	2	0	0
AL109805.1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFRA4	0	6	0	0	0	0	0	0	6	0	2	1	3	0	7	1	0	0	0	0	0	0
ADAM33	2	4	24	57	0	10	38	32	4	25	79	80	2	185	2	104	1	0	1	3	0	2
SIGLEC1	2	0	13	25	3	25	17	6	22	7	29	73	7	5	2	4	0	1	2	3	2	3
HSPA12B	0	20	23	38	6	37	11	34	1	7	17	5	16	33	2	1	3	0	0	5	2	2
C20orf27	236	853	310	888	216	1489	67	413	42	741	738	772	891	1113	999	682	1	2	4	2	1	2
SPEF1	25	103	1	36	9	78	2	37	3	29	65	107	63	123	33	196	1	3	0	1	0	0
CENPB	91	107	71	149	119	304	52	148	37	135	252	450	367	440	240	324	2	0	1	3	4	0
CDC25B	169	342	655	952	576	1000	429	367	400	631	1011	1681	634	390	1138	971	7	20	8	120	8	15
AP5S1	550	603	663	522	1383	1669	804	703	512	531	666	869	671	925	1368	949	6	6	3	166	0	6
MAVS	175	360	318	791	261	727	275	482	55	285	274	48	268	381	56	302	2	2	1	49	1	1
RP11-119B16.2	50	79	19	60	48	126	58	14	19	64	44	14	70	121	34	28	1	1	0	8	0	4
PANK2	1298	1170	2693	1695	2978	3235	1760	1350	1959	1431	1163	1175	1747	1518	1433	1552	2731	2168	2386	1221	2142	2926
MIR103A2	27	51	52	87	77	82	134	76	52	21	15	33	40	53	87	18	11	0	0	23	2	4
RNF24	2586	2924	3250	2322	4456	5085	2791	2234	1570	1280	1666	2400	1247	2244	1120	2278	339	355	252	1338	440	378
FTLP3	28	50	32	74	50	31	38	16	23	8	9	10	24	12	20	18	1	0	0	9	0	0
RPL21P2	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0
RP11-352D3.2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMOX	448	971	2387	2290	532	1446	453	849	384	812	1840	389	353	672	624	567	0	1	0	16	4	0
RP4-779E11.3	0	0	21	10	3	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0
ADRA1D	16	7	37	0	13	18	30	39	4	16	8	24	14	23	2	0	0	7	0	4	0	0
RP11-307O10.1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1164C1.2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RPL7AL2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
RP5-1068H6.3	0	8	15	0	22	29	7	4	2	0	16	0	0	0	2	36	13	85	34	16	0	40
PRNP	84812	79083	90089	61920	165403	171803	84566	66175	58561	55330	38648	39775	38236	35463	42653	53476	110321	91788	102276	58981	141716	115385
PRND	13	2	0	0	1	1	17	3	5	1	7	8	13	6	8	7	0	1	0	0	0	3
PRNT	0	0	0	1	0	2	0	0	0	0	1	0	1	0	1	1	1	0	0	2	0	3
RP5-1068H6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
RASSF2	1246	1125	3069	2550	2383	1745	4807	3397	1140	1143	1689	464	754	561	983	1243	379	282	109	269	440	377
SLC23A2	12906	9453	12203	10826	22106	18650	14298	9418	7774	6459	5416	5531	5728	7005	7031	7244	1981	1767	1324	1846	2794	2243
RP5-1116H23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RNA5SP474	9	5	9	16	17	20	4	7	3	1	0	0	0	0	0	0	6	0	0	0	0	0
TMEM230	13951	14924	20351	16977	23645	25103	14712	11370	8702	8754	7843	6561	4637	8386	4333	8861	4019	3836	4245	3224	6648	5429
PCNA	4208	3615	4484	3234	7997	6226	4749	2799	2887	1991	1988	1833	1771	1795	2930	3318	831	852	797	652	2287	1075
CDS2	24061	32477	24482	25695	59604	76411	26515	23697	16453	18520	21479	43387	32037	26959	32767	28690	9664	7976	8874	21123	11773	9684
UBE2D3P1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKR2	72	54	0	0	107	223	151	116	4	3	1	0	9	4	46	25	4	14	2	3	0	0
RNA5-8SP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00658	2	2	0	0	13	14	6	3	17	20	1	0	10	3	19	0	1	0	0	1	1	2
RP5-828H9.1	0	0	3	11	19	2	0	0	0	0	1	15	1	1	54	0	0	1	0	0	0	0
LINC00654	207	244	286	347	436	373	264	211	232	204	260	133	220	139	90	98	219	189	128	170	438	116
RP5-1022P6.7	0	0	0	4	2	2	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0
RP5-1022P6.4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0
RPS18P1	0	0	0	0	0	5	0	0	9	0	0	0	0	0	0	1	0	0	0	11	0	0
RP5-1022P6.5	3	0	0	12	0	0	0	0	0	2	0	0	6	0	0	0	2	0	1	0	0	0
GPCPD1	3949	3344	5353	3592	6972	6859	4422	2766	4772	4356	2244	1691	1709	1337	1347	2161	2428	1657	1780	3447	3200	3200
RP5-1022P6.3	29	4	78	1	20	45	16	20	12	25	55	0	0	3	8	2	26	2	17	8	0	32
C20orf196	1107	987	622	516	2498	1556	1570	816	740	454	886	800	427	1044	1171	1233	10	15	4	636	0	4
CHGB	126141	145242	80690	68956	238970	341033	99230	112692	97233	130516	69934	57082	60282	49200	57807	58064	55487	44017	65960	52964	54439	44688
RP5-967N21.2	0	7	27	1	24	50	45	13	0	23	0	2	0	0	0	87	0	0	2	1	0	15
TRMT6	3355	2738	3168	2578	7780	5531	3863	3033	2528	2000	1631	1678	1488	2021	1729	1703	2043	1800	1609	1506	2011	1830
MCM8	182	167	190	266	422	366	264	162	278	137	51	13	73	8	138	221	233	227	427	100	1	235
RP5-967N21.7	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	8	8	20	20	0	0
CRLS1	2665	2340	2821	2167	5038	3792	1983	1585	2471	2166	2498	2742	2426	2447	3929	3871	4261	3485	3590	2122	6596	4865
LRRN4	9	0	0	3	11	6	4	13	2	16	263	272	220	228	361	319	0	0	0	3	0	8
FERMT1	57	28	218	217	238	275	67	79	173	79	50	24	92	96	344	214	68	20	20	54	26	88
TARDBPP1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-775C13.1	0	1	0	3	1	0	4	0	1	0	1	1	0	0	0	0	2	3	0	0	0	2
AL109618.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-199O14.1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	1
RP5-859D4.3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7
BMP2	246	502	386	330	785	952	123	196	736	552	91	332	354	44	117	454	209	153	192	209	1073	517
snoR26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RP4-764O22.1	0	1	4	0	12	2	3	0	13	5	0	0	0	0	0	0	0	0	0	1	0	2
RP4-764O22.2	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4
RP11-19D2.1	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	1
RP11-19D2.2	0	1	0	2	0	14	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
RP5-988G17.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL031653.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-836E8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAO1	1	9	32	0	0	41	0	0	0	3	27	0	4	4	1	1	0	0	0	3	1	2
TMX4	26945	21776	23735	21360	56478	49866	25868	17060	20045	15291	9093	10888	11162	10856	14239	14633	25666	21975	17863	17558	35992	32074
RP5-971N18.3	0	6	0	0	42	71	66	44	47	12	0	0	2	0	0	0	58	22	0	23	32	88
PHKBP1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	3
PLCB1	25336	21538	29087	23624	58754	53092	34511	22668	22954	19427	11297	13190	12541	8887	13112	12764	49055	45484	36515	28043	54492	43907
PLCB1-IT1	56	82	148	53	209	192	63	59	174	133	87	0	84	12	100	25	284	176	118	59	175	132
AL031655.1	0	0	0	0	7	4	0	0	7	5	0	0	4	0	1	0	0	3	4	0	0	9
AL031655.2	0	0	0	0	6	2	2	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0
RNU105B	0	5	10	27	21	14	9	0	9	4	7	0	30	0	0	0	10	3	0	23	0	0
RP5-859I17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL121898.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCB4	461	551	1239	954	1241	807	1343	668	507	459	363	435	292	446	87	130	768	724	178	188	1293	1249
RP5-1119D9.4	18	68	1	16	88	80	58	26	27	40	3	0	63	84	84	53	22	16	0	18	8	23
LAMP5	34872	33710	5259	4146	28099	25044	12124	7169	23625	17810	11455	8081	8902	6460	17850	17203	6260	4311	2453	4678	7479	7395
PAK7	4744	3416	2575	2744	6477	6120	4152	3055	2939	2129	1826	1885	1778	1330	1460	2625	4760	4456	3278	2649	5824	4620
RP5-986I17.2	0	9	0	0	20	53	22	10	34	14	0	0	17	33	0	0	43	57	26	22	0	54
RP5-839B4.8	77	41	84	79	97	140	42	60	119	21	70	461	142	0	176	1	210	163	212	106	1	228
SNAP25-AS1	360	436	202	393	776	940	479	317	262	467	429	131	249	193	241	102	165	168	375	374	341	224
ANKRD5	253	307	329	248	705	650	354	264	258	250	82	248	33	142	107	117	244	183	128	176	204	169
AL109754.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-416N4.4	37	22	24	2	28	53	0	6	39	12	24	17	0	0	4	0	2	6	2	7	0	4
RP11-416N4.1	6	17	25	0	39	43	13	7	13	34	21	0	1	0	10	40	8	6	19	3	75	21
SNAP25	702440	748024	599937	492517	1443249	1608570	672512	583483	373574	408045	177807	230834	209183	294479	257378	340171	258539	219969	254636	204820	372946	315827
HIGD1AP15	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP6	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL023913.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDAD1P2	1	2	1	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	4	2	0	1
RP5-931K24.3	349	345	608	120	1263	797	632	362	458	402	217	148	205	138	391	863	838	442	573	225	871	760
MKKS	9626	11663	9598	11953	19055	24840	11821	10763	5807	6056	5145	7250	5147	6986	6488	8492	6020	3648	3938	2425	4922	4923
SLX4IP	668	713	441	535	1750	1206	667	349	695	514	391	349	202	576	356	394	221	148	174	463	30	184
RP5-1099D15.1	28	1	81	1	42	1	8	16	32	0	15	0	0	0	1	0	5	2	1	0	1	3
JAG1	7548	5771	3460	2519	23621	19953	7328	4606	8267	6035	3077	7587	7360	1494	3553	7953	5381	4756	3045	4049	7133	5924
RP1-278O22.1	15	0	6	0	39	10	15	11	24	10	19	51	44	0	0	1	9	7	1	6	0	11
RP1-278O22.2	10	0	4	0	23	4	0	0	6	11	15	23	0	0	0	0	0	5	0	0	0	8
RP4-697P8.3	25	19	0	11	40	26	7	21	7	43	0	0	38	14	65	21	5	11	0	5	0	24
FAT1P1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
C20orf187	3	0	0	1	17	0	1	4	0	11	0	0	0	0	1	0	4	0	0	1	0	5
RP4-734C18.1	1	1	0	2	9	8	0	1	22	5	12	0	0	0	7	0	11	2	1	10	105	4
RPS11P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
PGAM3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-268G13.1	22	46	7	14	78	18	60	12	26	34	38	0	89	3	74	52	4	3	11	18	1	4
LINC00687	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
AL080274.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BTBD3	129293	114985	118100	75317	285750	236772	126103	77279	65910	50869	35940	42874	49619	24851	50955	57552	35212	30315	50802	68647	69147	58481
RP4-742J24.2	249	182	237	286	823	715	203	134	577	259	117	49	144	2	425	20	258	202	118	150	222	337
RP4-796I8.1	100	69	0	0	247	224	23	13	50	20	13	0	6	4	0	0	0	0	0	38	0	0
RP11-102J14.1	6	11	0	10	111	64	10	2	4	4	0	16	7	0	0	1	0	0	0	14	0	0
PA2G4P2	0	0	16	60	16	46	2	12	50	30	2	182	38	1	56	41	29	19	0	6	0	63
RP5-1069C8.2	0	11	2	0	0	6	0	0	2	3	0	11	0	0	0	0	2	0	0	4	2	6
RP11-157E14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTLC3	917	1196	432	396	4054	3643	2812	1859	1427	1357	1225	953	927	240	948	727	2666	2054	747	593	1434	999
ISM1	87	66	255	263	28	144	317	271	76	92	165	5	61	97	0	15	8	28	8	26	121	29
ISM1-AS1	0	0	0	25	0	0	0	11	0	0	10	1	6	2	1	0	0	1	1	16	0	6
RP5-1077I2.3	0	0	11	12	6	8	15	2	0	3	0	0	0	0	0	0	0	7	0	0	0	0
TASP1	2738	2361	4333	2304	5115	4576	4611	3062	2059	1347	1045	1183	879	1511	1310	1887	905	462	899	2204	1399	909
GAPDHP2	0	0	0	0	18	0	16	1	20	0	4	0	0	4	0	0	0	0	0	3	0	0
ESF1	5375	4578	7824	5036	10494	8557	5963	3090	5659	4415	4147	4262	3355	2330	3811	3109	8359	7519	9659	3857	10459	10369
NDUFAF5	3984	3002	4381	3561	6747	6044	6115	3958	2115	1500	1449	1235	1865	2632	1836	2051	986	868	830	496	718	1145
SEL1L2	65	8	49	11	32	54	1	14	2	6	1	1	38	137	1	0	1	36	18	21	16	18
AL117333.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MACROD2	2939	2537	3447	1589	4451	4382	3351	2331	1965	1758	786	569	1120	953	1436	1349	3769	3482	3466	2252	5409	2264
RPS3P1	0	0	5	0	8	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0
AIMP1P1	86	26	2	44	76	152	29	34	71	72	28	0	43	2	145	3	158	97	120	25	0	196
FLRT3	57267	39437	39300	24015	123778	92804	55360	30682	40730	24015	12944	18720	15601	7920	16791	14692	44136	38440	42874	45278	35520	36449
RNF11B	0	4	25	0	4	26	15	0	1	4	13	0	0	0	0	0	8	2	0	0	0	0
MACROD2-IT1	3	0	5	5	13	6	0	2	4	11	1	1	0	0	0	0	7	20	0	0	2	3
RPS10P2	23	14	25	42	114	36	59	34	71	36	0	51	26	15	0	11	0	0	2	25	0	0
MACROD2-AS1	0	1	14	3	0	9	25	19	19	24	6	1	18	1	2	5	6	10	27	9	2	2
RP5-974N19.1	0	3	0	2	3	0	14	4	8	8	0	0	0	0	0	0	3	3	8	0	0	0
RNA5SP475	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0
RP11-388K2.1	0	0	15	0	14	31	0	19	13	34	0	0	0	0	0	0	0	10	0	0	0	13
AL121584.1	0	6	0	8	0	13	1	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0
ENSAP1	8	6	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
PPIAP17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2
KIF16B	1872	1852	1834	1826	3065	3778	1306	1540	1576	2152	1095	1495	1636	1087	2305	1373	847	533	569	912	614	541
AL118509.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPLP0P1	2	1	0	18	17	0	0	5	0	1	0	0	18	0	0	0	0	0	2	7	0	0
RPL7AL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-705D16.3	22	0	0	0	19	0	0	1	0	0	29	1	0	0	0	0	1	0	0	0	0	1
SNRPB2	7833	6031	7883	4068	14237	10110	7819	4485	4983	3532	5087	5111	5819	5522	6073	6483	7400	6326	7762	6316	7380	11237
OTOR	0	2	0	0	0	3	0	0	0	0	1	0	1	2	4	0	0	2	2	0	1	0
RP5-1195D24.1	26	17	0	0	6	26	30	32	3	5	2	5	26	2	12	0	71	27	28	12	2	52
RNU6-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-298M8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCSK2	30332	31522	19848	16248	52357	54484	29395	23416	19610	20305	10845	13169	12411	11023	14182	19251	34201	27346	20698	15374	39276	49549
DYNLT3P1	0	6	3	6	6	11	4	0	4	3	0	0	0	0	1	1	8	0	0	0	0	4
